model {'arch': 'resnet', 'depth': 20, 'width': 16, 'act': 'silu', 'num_classes': 10, 'widths': [16, 32, 64], 'stem_stride': 1} params=272,474
{"epoch": 1, "train_loss": 1.7495220621087273, "train_acc": 0.32819177350427353, "val_acc": 0.4554, "lr": 0.020540796442011858, "epoch_sec": 104.7330276966095}
{"epoch": 2, "train_loss": 1.1899855895939035, "train_acc": 0.5694889601139601, "val_acc": 0.607, "lr": 0.04722503511773944, "epoch_sec": 105.37690258026123}
{"epoch": 3, "train_loss": 0.9190154491666376, "train_acc": 0.6726985398860399, "val_acc": 0.6524, "lr": 0.07755168811203142, "epoch_sec": 107.22355794906616}
{"epoch": 4, "train_loss": 0.7792171380798362, "train_acc": 0.7302573005698005, "val_acc": 0.6878, "lr": 0.09731332982576067, "epoch_sec": 106.66187262535095}
{"epoch": 5, "train_loss": 0.6853170131686067, "train_acc": 0.760772792022792, "val_acc": 0.7426, "lr": 0.09990417889716847, "epoch_sec": 105.29438662528992}
{"epoch": 6, "train_loss": 0.6300939648409515, "train_acc": 0.7808271011396012, "val_acc": 0.761, "lr": 0.09914628175923489, "epoch_sec": 103.20995044708252}
{"epoch": 7, "train_loss": 0.5845562088014054, "train_acc": 0.7978543447293447, "val_acc": 0.7594, "lr": 0.09764413503582522, "epoch_sec": 103.93629002571106}
{"epoch": 8, "train_loss": 0.5537116641332621, "train_acc": 0.8087384259259259, "val_acc": 0.7364, "lr": 0.09542050974006233, "epoch_sec": 102.43055438995361}
{"epoch": 9, "train_loss": 0.5237871574030982, "train_acc": 0.8210915242165242, "val_acc": 0.7746, "lr": 0.09250911376479114, "epoch_sec": 103.77774024009705}
{"epoch": 10, "train_loss": 0.5013614015022234, "train_acc": 0.8265224358974359, "val_acc": 0.7774, "lr": 0.08895408090528312, "epoch_sec": 103.77554202079773}
{"epoch": 11, "train_loss": 0.47926859510929837, "train_acc": 0.8336226851851852, "val_acc": 0.7978, "lr": 0.08480930183588746, "epoch_sec": 103.15678000450134}
{"epoch": 12, "train_loss": 0.46216002565163833, "train_acc": 0.8404780982905983, "val_acc": 0.8152, "lr": 0.08013760718234104, "epoch_sec": 102.09489417076111}
{"epoch": 13, "train_loss": 0.448804849063569, "train_acc": 0.8442396723646723, "val_acc": 0.8246, "lr": 0.07500981507352833, "epoch_sec": 103.75929999351501}
{"epoch": 14, "train_loss": 0.4254685010750409, "train_acc": 0.8534766737891738, "val_acc": 0.8478, "lr": 0.06950365761083545, "epoch_sec": 99.12001848220825}
{"epoch": 15, "train_loss": 0.4118115804304085, "train_acc": 0.8567263176638177, "val_acc": 0.8444, "lr": 0.06370260252872899, "epoch_sec": 102.77234649658203}
{"epoch": 16, "train_loss": 0.3960181663603525, "train_acc": 0.8631365740740741, "val_acc": 0.842, "lr": 0.0576945879089837, "epoch_sec": 102.41765642166138}
{"epoch": 17, "train_loss": 0.38443809556655395, "train_acc": 0.8666310541310541, "val_acc": 0.8416, "lr": 0.051570689129002055, "epoch_sec": 100.21904850006104}
{"epoch": 18, "train_loss": 0.3683441946564237, "train_acc": 0.8733974358974359, "val_acc": 0.8418, "lr": 0.04542373825192989, "epoch_sec": 100.87146043777466}
{"epoch": 19, "train_loss": 0.3531031153056017, "train_acc": 0.8770699786324786, "val_acc": 0.8468, "lr": 0.039346916787206886, "epoch_sec": 101.45560073852539}
{"epoch": 20, "train_loss": 0.3374059526753901, "train_acc": 0.8823450854700855, "val_acc": 0.857, "lr": 0.03343234315386757, "epoch_sec": 101.12720537185669}
{"epoch": 21, "train_loss": 0.31588568001391204, "train_acc": 0.8891559829059829, "val_acc": 0.8686, "lr": 0.027769676259208946, "epoch_sec": 102.89417505264282}
{"epoch": 22, "train_loss": 0.3002737686674819, "train_acc": 0.895477207977208, "val_acc": 0.8688, "lr": 0.02244475636114925, "epoch_sec": 100.07359409332275}
{"epoch": 23, "train_loss": 0.2747342123986989, "train_acc": 0.9049145299145299, "val_acc": 0.8716, "lr": 0.01753830381741861, "epoch_sec": 102.59921360015869}
{"epoch": 24, "train_loss": 0.2522295164501565, "train_acc": 0.9145076566951567, "val_acc": 0.8878, "lr": 0.013124695447217644, "epoch_sec": 102.84622144699097}
{"epoch": 25, "train_loss": 0.22398487537929476, "train_acc": 0.9224982193732194, "val_acc": 0.8862, "lr": 0.009270837054453971, "epoch_sec": 100.61592555046082}
{"epoch": 26, "train_loss": 0.1946429795137158, "train_acc": 0.9327368233618234, "val_acc": 0.8936, "lr": 0.006035149203954936, "epoch_sec": 104.48593068122864}
{"epoch": 27, "train_loss": 0.1693984508471951, "train_acc": 0.9414396367521367, "val_acc": 0.8996, "lr": 0.0034666816252555237, "epoch_sec": 104.10214161872864}
{"epoch": 28, "train_loss": 0.14418045733856338, "train_acc": 0.9508992165242165, "val_acc": 0.9032, "lr": 0.0016043696686971393, "epoch_sec": 103.66667413711548}
{"epoch": 29, "train_loss": 0.1305620566095382, "train_acc": 0.9568420584045584, "val_acc": 0.904, "lr": 0.00047644408520493064, "epoch_sec": 103.42439579963684}
{"epoch": 30, "train_loss": 0.12343471481377243, "train_acc": 0.9592681623931624, "val_acc": 0.904, "lr": 0.00010000307688060381, "epoch_sec": 102.03418803215027}
done: selected epoch 30 (val 0.9040) test=0.9002 final-epoch test=0.9002 minutes=51.6
