model {'arch': 'mobilenetv2', 'width_mult': 0.5, 'act': 'relu6', 'num_classes': 10, 'setting': [[1, 16, 1, 1], [6, 24, 2, 1], [6, 32, 3, 2], [6, 64, 4, 2], [6, 96, 3, 1], [6, 160, 3, 2], [6, 320, 1, 1]], 'last_channels': 1280} params=700,490
{"epoch": 1, "train_loss": 1.8031639173159912, "train_acc": 0.31764155982905984, "val_acc": 0.4206, "lr": 0.020540796442011858, "epoch_sec": 382.83859038352966}
{"epoch": 2, "train_loss": 1.405952715466165, "train_acc": 0.4886707621082621, "val_acc": 0.5264, "lr": 0.04722503511773944, "epoch_sec": 377.3302764892578}
{"epoch": 3, "train_loss": 1.1301580069751143, "train_acc": 0.5984909188034188, "val_acc": 0.6478, "lr": 0.07755168811203142, "epoch_sec": 360.8440189361572}
{"epoch": 4, "train_loss": 0.9392883577238121, "train_acc": 0.671073717948718, "val_acc": 0.702, "lr": 0.09731332982576067, "epoch_sec": 369.4351086616516}
{"epoch": 5, "train_loss": 0.799419045618117, "train_acc": 0.7236467236467237, "val_acc": 0.718, "lr": 0.09990417889716847, "epoch_sec": 365.1400752067566}
{"epoch": 6, "train_loss": 0.7227306294645, "train_acc": 0.7496661324786325, "val_acc": 0.736, "lr": 0.09914628175923489, "epoch_sec": 374.2764163017273}
{"epoch": 7, "train_loss": 0.6716842828822611, "train_acc": 0.7679398148148148, "val_acc": 0.7464, "lr": 0.09764413503582522, "epoch_sec": 355.19933462142944}
{"epoch": 8, "train_loss": 0.637216139298219, "train_acc": 0.7779335826210826, "val_acc": 0.7786, "lr": 0.09542050974006233, "epoch_sec": 355.234322309494}
{"epoch": 9, "train_loss": 0.6102089421701568, "train_acc": 0.7901976495726496, "val_acc": 0.759, "lr": 0.09250911376479114, "epoch_sec": 361.97325134277344}
{"epoch": 10, "train_loss": 0.589521803832122, "train_acc": 0.7937589031339032, "val_acc": 0.7868, "lr": 0.08895408090528312, "epoch_sec": 357.8045334815979}
{"epoch": 11, "train_loss": 0.5688462529087338, "train_acc": 0.8034410612535613, "val_acc": 0.7886, "lr": 0.08480930183588746, "epoch_sec": 362.37482810020447}
{"epoch": 12, "train_loss": 0.5569256963553252, "train_acc": 0.8070690883190883, "val_acc": 0.8046, "lr": 0.08013760718234104, "epoch_sec": 351.7661991119385}
{"epoch": 13, "train_loss": 0.538110572473276, "train_acc": 0.8141025641025641, "val_acc": 0.7914, "lr": 0.07500981507352833, "epoch_sec": 360.95275592803955}
{"epoch": 14, "train_loss": 0.5194842840022171, "train_acc": 0.8206686253561254, "val_acc": 0.8204, "lr": 0.06950365761083545, "epoch_sec": 363.70592737197876}
{"epoch": 15, "train_loss": 0.5042243857159574, "train_acc": 0.8263221153846154, "val_acc": 0.7938, "lr": 0.06370260252872899, "epoch_sec": 356.7519061565399}
{"epoch": 16, "train_loss": 0.48713830470019936, "train_acc": 0.8329104344729344, "val_acc": 0.7854, "lr": 0.0576945879089837, "epoch_sec": 368.3429775238037}
{"epoch": 17, "train_loss": 0.47980106403345396, "train_acc": 0.8326655982905983, "val_acc": 0.829, "lr": 0.051570689129002055, "epoch_sec": 381.35389709472656}
{"epoch": 18, "train_loss": 0.46102237862739126, "train_acc": 0.83943198005698, "val_acc": 0.815, "lr": 0.04542373825192989, "epoch_sec": 381.7392361164093}
{"epoch": 19, "train_loss": 0.44470669070200364, "train_acc": 0.8460870726495726, "val_acc": 0.844, "lr": 0.039346916787206886, "epoch_sec": 376.76728677749634}
{"epoch": 20, "train_loss": 0.4238809035119847, "train_acc": 0.8537882834757835, "val_acc": 0.8472, "lr": 0.03343234315386757, "epoch_sec": 378.3341748714447}
{"epoch": 21, "train_loss": 0.40148356926237416, "train_acc": 0.8610220797720798, "val_acc": 0.844, "lr": 0.027769676259208946, "epoch_sec": 366.2361557483673}
{"epoch": 22, "train_loss": 0.38358324570873187, "train_acc": 0.8652065527065527, "val_acc": 0.86, "lr": 0.02244475636114925, "epoch_sec": 355.3174715042114}
{"epoch": 23, "train_loss": 0.3526045270794817, "train_acc": 0.8771367521367521, "val_acc": 0.8656, "lr": 0.01753830381741861, "epoch_sec": 353.6217517852783}
{"epoch": 24, "train_loss": 0.3227033073406274, "train_acc": 0.8877314814814815, "val_acc": 0.8696, "lr": 0.013124695447217644, "epoch_sec": 366.9905116558075}
{"epoch": 25, "train_loss": 0.2910925025528992, "train_acc": 0.8984152421652422, "val_acc": 0.8828, "lr": 0.009270837054453971, "epoch_sec": 350.51656579971313}
{"epoch": 26, "train_loss": 0.25782790720632615, "train_acc": 0.9090990028490028, "val_acc": 0.8862, "lr": 0.006035149203954936, "epoch_sec": 353.7587103843689}
{"epoch": 27, "train_loss": 0.2248525451178904, "train_acc": 0.9219862891737892, "val_acc": 0.8976, "lr": 0.0034666816252555237, "epoch_sec": 351.42888379096985}
{"epoch": 28, "train_loss": 0.19078599818666436, "train_acc": 0.9334490740740741, "val_acc": 0.9038, "lr": 0.0016043696686971393, "epoch_sec": 350.54757833480835}
{"epoch": 29, "train_loss": 0.1687840375401865, "train_acc": 0.9408164173789174, "val_acc": 0.9018, "lr": 0.00047644408520493064, "epoch_sec": 346.6144335269928}
