model {'arch': 'inception', 'width': 32, 'act': 'relu', 'num_classes': 10} params=423,066
resumed from epoch 21
{"epoch": 22, "train_loss": 0.31656391016947916, "train_acc": 0.8907451923076923, "test_acc": 0.8486, "lr": 0.022446217532084783, "epoch_sec": 205.01579213142395}
{"epoch": 23, "train_loss": 0.3011862508761577, "train_acc": 0.8952524038461539, "test_acc": 0.8726, "lr": 0.017539634845941076, "epoch_sec": 203.04855275154114}
{"epoch": 24, "train_loss": 0.2791834287154369, "train_acc": 0.9040665064102564, "test_acc": 0.8733, "lr": 0.013125876156291431, "epoch_sec": 189.27474069595337}
{"epoch": 25, "train_loss": 0.24890206610927215, "train_acc": 0.915244391025641, "test_acc": 0.8757, "lr": 0.009271849545733042, "epoch_sec": 190.28500938415527}
{"epoch": 26, "train_loss": 0.22655390206819925, "train_acc": 0.9225360576923077, "test_acc": 0.887, "lr": 0.0060359781291035855, "epoch_sec": 192.54459691047668}
{"epoch": 27, "train_loss": 0.1992648488244949, "train_acc": 0.9325921474358975, "test_acc": 0.8933, "lr": 0.003467314418613463, "epoch_sec": 200.04448175430298}
{"epoch": 28, "train_loss": 0.17773148539738778, "train_acc": 0.9412259615384615, "test_acc": 0.8988, "lr": 0.0016047967377621059, "epoch_sec": 194.66382336616516}
{"epoch": 29, "train_loss": 0.16433818433911374, "train_acc": 0.9460336538461539, "test_acc": 0.9008, "lr": 0.00047665895604521286, "epoch_sec": 188.00811457633972}
{"epoch": 30, "train_loss": 0.15715964178626354, "train_acc": 0.9495592948717949, "test_acc": 0.9, "lr": 0.0001000024922732963, "epoch_sec": 195.6844460964203}
done: final=0.9000 best=0.9008 minutes=29.3
