model {'arch': 'resnet', 'depth': 20, 'width': 16, 'act': 'silu', 'num_classes': 10, 'widths': [16, 32, 64], 'stem_stride': 1} params=272,474
{"epoch": 1, "train_loss": 1.7253867703625279, "train_acc": 0.3385416666666667, "val_acc": 0.481, "lr": 0.020540796442011858, "epoch_sec": 139.63558864593506}
{"epoch": 2, "train_loss": 1.1553220663994466, "train_acc": 0.5805065883190883, "val_acc": 0.6084, "lr": 0.04722503511773944, "epoch_sec": 139.4266369342804}
{"epoch": 3, "train_loss": 0.9116450466661372, "train_acc": 0.6781739672364673, "val_acc": 0.5584, "lr": 0.07755168811203142, "epoch_sec": 143.87146377563477}
{"epoch": 4, "train_loss": 0.77696302032199, "train_acc": 0.7290776353276354, "val_acc": 0.7122, "lr": 0.09731332982576067, "epoch_sec": 144.23027181625366}
{"epoch": 5, "train_loss": 0.683248717051286, "train_acc": 0.7628650284900285, "val_acc": 0.7464, "lr": 0.09990417889716847, "epoch_sec": 137.7832543849945}
{"epoch": 6, "train_loss": 0.6283111928874611, "train_acc": 0.7816506410256411, "val_acc": 0.7466, "lr": 0.09914628175923489, "epoch_sec": 136.3575599193573}
{"epoch": 7, "train_loss": 0.5840081516494099, "train_acc": 0.7998575498575499, "val_acc": 0.7708, "lr": 0.09764413503582522, "epoch_sec": 145.0170557498932}
{"epoch": 8, "train_loss": 0.5471247455842814, "train_acc": 0.8096064814814815, "val_acc": 0.7628, "lr": 0.09542050974006233, "epoch_sec": 140.34949111938477}
{"epoch": 9, "train_loss": 0.5207590983803795, "train_acc": 0.8212695868945868, "val_acc": 0.8008, "lr": 0.09250911376479114, "epoch_sec": 143.44688248634338}
model {'arch': 'resnet', 'depth': 20, 'width': 16, 'act': 'silu', 'num_classes': 10, 'widths': [16, 32, 64], 'stem_stride': 1} params=272,474
resumed from epoch 9
{"epoch": 10, "train_loss": 0.49459942385681677, "train_acc": 0.8287927350427351, "val_acc": 0.8074, "lr": 0.08895408090528312, "epoch_sec": 115.18937945365906}
{"epoch": 11, "train_loss": 0.4752523868511885, "train_acc": 0.8361823361823362, "val_acc": 0.8134, "lr": 0.08480930183588746, "epoch_sec": 110.43681287765503}
{"epoch": 12, "train_loss": 0.4557935890139338, "train_acc": 0.8426148504273504, "val_acc": 0.788, "lr": 0.08013760718234104, "epoch_sec": 100.79140377044678}
{"epoch": 13, "train_loss": 0.44238853454589844, "train_acc": 0.8485131766381766, "val_acc": 0.8116, "lr": 0.07500981507352833, "epoch_sec": 100.64222455024719}
{"epoch": 14, "train_loss": 0.41992435704099484, "train_acc": 0.8552795584045584, "val_acc": 0.8292, "lr": 0.06950365761083545, "epoch_sec": 99.53962993621826}
{"epoch": 15, "train_loss": 0.40738588147013954, "train_acc": 0.8577501780626781, "val_acc": 0.8376, "lr": 0.06370260252872899, "epoch_sec": 96.72548246383667}
{"epoch": 16, "train_loss": 0.3942274648664344, "train_acc": 0.8639823717948718, "val_acc": 0.8186, "lr": 0.0576945879089837, "epoch_sec": 101.96174192428589}
{"epoch": 17, "train_loss": 0.38028431711373506, "train_acc": 0.8684784544159544, "val_acc": 0.8386, "lr": 0.051570689129002055, "epoch_sec": 100.58308386802673}
{"epoch": 18, "train_loss": 0.364014869571751, "train_acc": 0.8737758190883191, "val_acc": 0.8592, "lr": 0.04542373825192989, "epoch_sec": 100.96900677680969}
{"epoch": 19, "train_loss": 0.3504308769930462, "train_acc": 0.8798299501424501, "val_acc": 0.8568, "lr": 0.039346916787206886, "epoch_sec": 102.33517217636108}
{"epoch": 20, "train_loss": 0.3332715394490125, "train_acc": 0.8847934472934473, "val_acc": 0.8554, "lr": 0.03343234315386757, "epoch_sec": 99.40557861328125}
{"epoch": 21, "train_loss": 0.31097727164923294, "train_acc": 0.8922275641025641, "val_acc": 0.8676, "lr": 0.027769676259208946, "epoch_sec": 99.32273125648499}
{"epoch": 22, "train_loss": 0.2989074966931275, "train_acc": 0.8976139601139601, "val_acc": 0.8738, "lr": 0.02244475636114925, "epoch_sec": 101.0570912361145}
{"epoch": 23, "train_loss": 0.26831339503455365, "train_acc": 0.907051282051282, "val_acc": 0.8816, "lr": 0.01753830381741861, "epoch_sec": 101.68065619468689}
{"epoch": 24, "train_loss": 0.2510208617205973, "train_acc": 0.9131276709401709, "val_acc": 0.8806, "lr": 0.013124695447217644, "epoch_sec": 100.4731855392456}
{"epoch": 25, "train_loss": 0.2214391788101604, "train_acc": 0.9235888532763533, "val_acc": 0.889, "lr": 0.009270837054453971, "epoch_sec": 102.3869035243988}
{"epoch": 26, "train_loss": 0.1969296990806221, "train_acc": 0.9312900641025641, "val_acc": 0.8958, "lr": 0.006035149203954936, "epoch_sec": 101.34596300125122}
{"epoch": 27, "train_loss": 0.17142769158353494, "train_acc": 0.9412170584045584, "val_acc": 0.9066, "lr": 0.0034666816252555237, "epoch_sec": 103.91713261604309}
{"epoch": 28, "train_loss": 0.14461044048057323, "train_acc": 0.9499198717948718, "val_acc": 0.9094, "lr": 0.0016043696686971393, "epoch_sec": 103.60548043251038}
{"epoch": 29, "train_loss": 0.13163218752313882, "train_acc": 0.9558404558404558, "val_acc": 0.909, "lr": 0.00047644408520493064, "epoch_sec": 103.57197380065918}
{"epoch": 30, "train_loss": 0.12027236233940322, "train_acc": 0.9609820156695157, "val_acc": 0.9106, "lr": 0.00010000307688060381, "epoch_sec": 103.24146962165833}
done: selected epoch 30 (val 0.9106) test=0.9047 final-epoch test=0.9047 minutes=35.8
